Task_ID,Task_Name,Description,Assignee_Name,Assignee_LINE_ID,Priority,Status,Due_Date,Progress_Percent,Last_Updated,Relationship_Tone,AI_FollowUp_Remark
Task_ID,Task_Name,Description,Assignee_Name,Assignee_LINE_ID,Priority,Status,Due_Date,NaN,,Relationship_Tone,AI_FollowUp_Remark
T001,รายงานงบ Q2,สรุปงบประมาณไตรมาส 2 สำหรับบอร์ด,ชิดชนก โยธะชัย,U65e419be1e7249fae3a1b1d1f2939e7a,High,Overdue,2026-04-15,40,,กึ่งทางการ,เจ้านายเน้นว่าต้องเสร็จก่อนประชุมบอร์ด
T002,Deck Investor,จัดทำ Presentation สำหรับนักลงทุน,แพรวพรรณ อื้อเจริญ,U0b069160d54202d8c0ba9fb75eacbddd,High,Overdue,Fri May 01 2026 14:00:00 GMT+0700 (Indochina Time),65,,ทางการ,ใช้ template สีน้ำเงินของบริษัท
T003,ประเมิน OKR พนักงาน,ประเมินผลงาน Q1 รายบุคคลทุกแผนก,ศิริพรรณ เสมอวงษ์,Ude9ad8559561d76e7294c3866e91f4ad,Medium,Done,2026-04-30,100,,สนิทสนม,
T004,ทำแบนเนอร์,ทำแบนเนอร์วันหยุดเดือน มิ.ย,ชิดชนก โยธะชัย,U65e419be1e7249fae3a1b1d1f2939e7a,Medium,Overdue,Fri May 01 2026 14:00:00 GMT+0700 (Indochina Time),0,,กึ่งทางการ,
T005,,,,,,,,0,,ทางการ,
T006,,,,,,,,0,,ทางการ,
T007,,,,,,,,0,,ทางการ,
T008,,,,,,,,0,,ทางการ,
T009,,,,,,,,0,,ทางการ,
T010,,,,,,,,0,,ทางการ,
T011,,,,,,,,0,,ทางการ,
T012,,,,,,,,0,,ทางการ,
T013,,,,,,,,0,,ทางการ,
T014,,,,,,,,0,,ทางการ,
T015,,,,,,,,0,,ทางการ,
T016,,,,,,,,0,,ทางการ,
T017,,,,,,,,0,,ทางการ,
T018,,,,,,,,0,,ทางการ,
T019,,,,,,,,0,,ทางการ,
T020,,,,,,,,0,,ทางการ,
T021,,,,,,,,0,,ทางการ,
T022,,,,,,,,0,,ทางการ,
T023,,,,,,,,0,,ทางการ,
T024,,,,,,,,0,,ทางการ,
T025,,,,,,,,0,,ทางการ,
T026,,,,,,,,0,,ทางการ,
T027,,,,,,,,0,,ทางการ,
T028,,,,,,,,0,,ทางการ,
T029,,,,,,,,0,,ทางการ,
T030,,,,,,,,0,,ทางการ,
T031,,,,,,,,0,,ทางการ,
T032,,,,,,,,0,,ทางการ,
T033,,,,,,,,0,,ทางการ,
T034,,,,,,,,0,,ทางการ,
T035,,,,,,,,0,,ทางการ,
T036,,,,,,,,0,,ทางการ,
T037,,,,,,,,0,,ทางการ,
T038,,,,,,,,0,,ทางการ,
T039,,,,,,,,0,,ทางการ,
T040,,,,,,,,0,,ทางการ,
T041,,,,,,,,0,,ทางการ,
T042,,,,,,,,0,,ทางการ,
T043,,,,,,,,0,,ทางการ,
T044,,,,,,,,0,,ทางการ,
T045,,,,,,,,0,,ทางการ,
T046,,,,,,,,0,,ทางการ,
T047,,,,,,,,0,,ทางการ,
T048,,,,,,,,0,,ทางการ,
T049,,,,,,,,0,,ทางการ,
T050,,,,,,,,0,,ทางการ,
T051,,,,,,,,0,,ทางการ,
T052,,,,,,,,0,,ทางการ,
T053,,,,,,,,0,,ทางการ,
T054,,,,,,,,0,,ทางการ,
T055,,,,,,,,0,,ทางการ,
T056,,,,,,,,0,,ทางการ,
T057,,,,,,,,0,,ทางการ,
T058,,,,,,,,0,,ทางการ,
T059,,,,,,,,0,,ทางการ,
T060,,,,,,,,0,,ทางการ,
T061,,,,,,,,0,,ทางการ,
T062,,,,,,,,0,,ทางการ,
T063,,,,,,,,0,,ทางการ,
T064,,,,,,,,0,,ทางการ,
T065,,,,,,,,0,,ทางการ,
T066,,,,,,,,0,,ทางการ,
T067,,,,,,,,0,,ทางการ,
T068,,,,,,,,0,,ทางการ,
T069,,,,,,,,0,,ทางการ,
T070,,,,,,,,0,,ทางการ,
T071,,,,,,,,0,,ทางการ,
T072,,,,,,,,0,,ทางการ,
T073,,,,,,,,0,,ทางการ,
T074,,,,,,,,0,,ทางการ,
T075,,,,,,,,0,,ทางการ,
T076,,,,,,,,0,,ทางการ,
T077,,,,,,,,0,,ทางการ,
T078,,,,,,,,0,,ทางการ,
T079,,,,,,,,0,,ทางการ,
T080,,,,,,,,0,,ทางการ,
T081,,,,,,,,0,,ทางการ,
T082,,,,,,,,0,,ทางการ,
T083,,,,,,,,0,,ทางการ,
T084,,,,,,,,0,,ทางการ,
T085,,,,,,,,0,,ทางการ,
T086,,,,,,,,0,,ทางการ,
T087,,,,,,,,0,,ทางการ,
T088,,,,,,,,0,,ทางการ,
T089,,,,,,,,0,,ทางการ,
T090,,,,,,,,0,,ทางการ,
T091,,,,,,,,0,,ทางการ,
T092,,,,,,,,0,,ทางการ,
T093,,,,,,,,0,,ทางการ,
T094,,,,,,,,0,,ทางการ,
T095,,,,,,,,0,,ทางการ,
T096,,,,,,,,0,,ทางการ,
T097,,,,,,,,0,,ทางการ,
T098,,,,,,,,0,,ทางการ,
T099,,,,,,,,0,,ทางการ,
T100,,,,,,,,0,,ทางการ,
T101,,,,,,,,0,,ทางการ,
T102,,,,,,,,0,,ทางการ,
T103,,,,,,,,0,,ทางการ,
T104,,,,,,,,0,,ทางการ,
T105,,,,,,,,0,,ทางการ,
T106,,,,,,,,0,,ทางการ,
T107,,,,,,,,0,,ทางการ,
T108,,,,,,,,0,,ทางการ,
T109,,,,,,,,0,,ทางการ,
T110,,,,,,,,0,,ทางการ,
T111,,,,,,,,0,,ทางการ,
T112,,,,,,,,0,,ทางการ,
T113,,,,,,,,0,,ทางการ,
T114,,,,,,,,0,,ทางการ,
T115,,,,,,,,0,,ทางการ,
T116,,,,,,,,0,,ทางการ,
T117,,,,,,,,0,,ทางการ,
T118,,,,,,,,0,,ทางการ,
T119,,,,,,,,0,,ทางการ,
T120,,,,,,,,0,,ทางการ,
T121,,,,,,,,0,,ทางการ,
T122,,,,,,,,0,,ทางการ,
T123,,,,,,,,0,,ทางการ,
T124,,,,,,,,0,,ทางการ,
T125,,,,,,,,0,,ทางการ,
T126,,,,,,,,0,,ทางการ,
T127,,,,,,,,0,,ทางการ,
T128,,,,,,,,0,,ทางการ,
T129,,,,,,,,0,,ทางการ,
T130,,,,,,,,0,,ทางการ,
T131,,,,,,,,0,,ทางการ,
T132,,,,,,,,0,,ทางการ,
T133,,,,,,,,0,,ทางการ,
T134,,,,,,,,0,,ทางการ,
T135,,,,,,,,0,,ทางการ,
T136,,,,,,,,0,,ทางการ,
T137,,,,,,,,0,,ทางการ,
T138,,,,,,,,0,,ทางการ,
T139,,,,,,,,0,,ทางการ,
T140,,,,,,,,0,,ทางการ,
T141,,,,,,,,0,,ทางการ,
T142,,,,,,,,0,,ทางการ,
T143,,,,,,,,0,,ทางการ,
T144,,,,,,,,0,,ทางการ,
T145,,,,,,,,0,,ทางการ,
T146,,,,,,,,0,,ทางการ,
T147,,,,,,,,0,,ทางการ,
T148,,,,,,,,0,,ทางการ,
T149,,,,,,,,0,,ทางการ,
T150,,,,,,,,0,,ทางการ,
T151,,,,,,,,0,,ทางการ,
T152,,,,,,,,0,,ทางการ,
T153,,,,,,,,0,,ทางการ,
T154,,,,,,,,0,,ทางการ,
T155,,,,,,,,0,,ทางการ,
T156,,,,,,,,0,,ทางการ,
T157,,,,,,,,0,,ทางการ,
T158,,,,,,,,0,,ทางการ,
T159,,,,,,,,0,,ทางการ,
T160,,,,,,,,0,,ทางการ,
T161,,,,,,,,0,,ทางการ,
T162,,,,,,,,0,,ทางการ,
T163,,,,,,,,0,,ทางการ,
T164,,,,,,,,0,,ทางการ,
T165,,,,,,,,0,,ทางการ,
T166,,,,,,,,0,,ทางการ,
T167,,,,,,,,0,,ทางการ,
T168,,,,,,,,0,,ทางการ,
T169,,,,,,,,0,,ทางการ,
T170,,,,,,,,0,,ทางการ,
T171,,,,,,,,0,,ทางการ,
T172,,,,,,,,0,,ทางการ,
T173,,,,,,,,0,,ทางการ,
T174,,,,,,,,0,,ทางการ,
T175,,,,,,,,0,,ทางการ,
T176,,,,,,,,0,,ทางการ,
T177,,,,,,,,0,,ทางการ,
T178,,,,,,,,0,,ทางการ,
T179,,,,,,,,0,,ทางการ,
T180,,,,,,,,0,,ทางการ,
T181,,,,,,,,0,,ทางการ,
T182,,,,,,,,0,,ทางการ,
T183,,,,,,,,0,,ทางการ,
T184,,,,,,,,0,,ทางการ,
T185,,,,,,,,0,,ทางการ,
T186,,,,,,,,0,,ทางการ,
T187,,,,,,,,0,,ทางการ,
T188,,,,,,,,0,,ทางการ,
T189,,,,,,,,0,,ทางการ,
T190,,,,,,,,0,,ทางการ,
T191,,,,,,,,0,,ทางการ,
T192,,,,,,,,0,,ทางการ,
T193,,,,,,,,0,,ทางการ,
T194,,,,,,,,0,,ทางการ,
T195,,,,,,,,0,,ทางการ,
T196,,,,,,,,0,,ทางการ,
T197,,,,,,,,0,,ทางการ,
T198,,,,,,,,0,,ทางการ,
T199,,,,,,,,0,,ทางการ,
T200,,,,,,,,0,,ทางการ,
T201,,,,,,,,0,,ทางการ,
T202,,,,,,,,0,,ทางการ,
T203,,,,,,,,0,,ทางการ,
T204,,,,,,,,0,,ทางการ,
T205,,,,,,,,0,,ทางการ,
T206,,,,,,,,0,,ทางการ,
T207,,,,,,,,0,,ทางการ,
T208,,,,,,,,0,,ทางการ,
T209,,,,,,,,0,,ทางการ,
T210,,,,,,,,0,,ทางการ,
T211,,,,,,,,0,,ทางการ,
T212,,,,,,,,0,,ทางการ,
T213,,,,,,,,0,,ทางการ,
T214,,,,,,,,0,,ทางการ,
T215,,,,,,,,0,,ทางการ,
T216,,,,,,,,0,,ทางการ,
T217,,,,,,,,0,,ทางการ,
T218,,,,,,,,0,,ทางการ,
T219,,,,,,,,0,,ทางการ,
T220,,,,,,,,0,,ทางการ,
T221,,,,,,,,0,,ทางการ,
T222,,,,,,,,0,,ทางการ,
T223,,,,,,,,0,,ทางการ,
T224,,,,,,,,0,,ทางการ,
T225,,,,,,,,0,,ทางการ,
T226,,,,,,,,0,,ทางการ,
T227,,,,,,,,0,,ทางการ,
T228,,,,,,,,0,,ทางการ,
T229,,,,,,,,0,,ทางการ,
T230,,,,,,,,0,,ทางการ,
T231,,,,,,,,0,,ทางการ,
T232,,,,,,,,0,,ทางการ,
T233,,,,,,,,0,,ทางการ,
T234,,,,,,,,0,,ทางการ,
T235,,,,,,,,0,,ทางการ,
T236,,,,,,,,0,,ทางการ,
T237,,,,,,,,0,,ทางการ,
T238,,,,,,,,0,,ทางการ,
T239,,,,,,,,0,,ทางการ,
T240,,,,,,,,0,,ทางการ,
T241,,,,,,,,0,,ทางการ,
T242,,,,,,,,0,,ทางการ,
T243,,,,,,,,0,,ทางการ,
T244,,,,,,,,0,,ทางการ,
T245,,,,,,,,0,,ทางการ,
T246,,,,,,,,0,,ทางการ,
T247,,,,,,,,0,,ทางการ,
T248,,,,,,,,0,,ทางการ,
T249,,,,,,,,0,,ทางการ,
T250,,,,,,,,0,,ทางการ,
T251,,,,,,,,0,,ทางการ,
T252,,,,,,,,0,,ทางการ,
T253,,,,,,,,0,,ทางการ,
T254,,,,,,,,0,,ทางการ,
T255,,,,,,,,0,,ทางการ,
T256,,,,,,,,0,,ทางการ,
T257,,,,,,,,0,,ทางการ,
T258,,,,,,,,0,,ทางการ,
T259,,,,,,,,0,,ทางการ,
T260,,,,,,,,0,,ทางการ,
T261,,,,,,,,0,,ทางการ,
T262,,,,,,,,0,,ทางการ,
T263,,,,,,,,0,,ทางการ,
T264,,,,,,,,0,,ทางการ,
T265,,,,,,,,0,,ทางการ,
T266,,,,,,,,0,,ทางการ,
T267,,,,,,,,0,,ทางการ,
T268,,,,,,,,0,,ทางการ,
T269,,,,,,,,0,,ทางการ,
T270,,,,,,,,0,,ทางการ,
T271,,,,,,,,0,,ทางการ,
T272,,,,,,,,0,,ทางการ,
T273,,,,,,,,0,,ทางการ,
T274,,,,,,,,0,,ทางการ,
T275,,,,,,,,0,,ทางการ,
T276,,,,,,,,0,,ทางการ,
T277,,,,,,,,0,,ทางการ,
T278,,,,,,,,0,,ทางการ,
T279,,,,,,,,0,,ทางการ,
T280,,,,,,,,0,,ทางการ,
T281,,,,,,,,0,,ทางการ,
T282,,,,,,,,0,,ทางการ,
T283,,,,,,,,0,,ทางการ,
T284,,,,,,,,0,,ทางการ,
T285,,,,,,,,0,,ทางการ,
T286,,,,,,,,0,,ทางการ,
T287,,,,,,,,0,,ทางการ,
T288,,,,,,,,0,,ทางการ,
T289,,,,,,,,0,,ทางการ,
T290,,,,,,,,0,,ทางการ,
T291,,,,,,,,0,,ทางการ,
T292,,,,,,,,0,,ทางการ,
T293,,,,,,,,0,,ทางการ,
T294,,,,,,,,0,,ทางการ,
T295,,,,,,,,0,,ทางการ,
T296,,,,,,,,0,,ทางการ,
T297,,,,,,,,0,,ทางการ,
T298,,,,,,,,0,,ทางการ,
T299,,,,,,,,0,,ทางการ,
T300,,,,,,,,0,,ทางการ,
T301,,,,,,,,0,,ทางการ,
T302,,,,,,,,0,,ทางการ,
T303,,,,,,,,0,,ทางการ,
T304,,,,,,,,0,,ทางการ,
T305,,,,,,,,0,,ทางการ,
T306,,,,,,,,0,,ทางการ,
T307,,,,,,,,0,,ทางการ,
T308,,,,,,,,0,,ทางการ,
T309,,,,,,,,0,,ทางการ,
T310,,,,,,,,0,,ทางการ,
T311,,,,,,,,0,,ทางการ,
T312,,,,,,,,0,,ทางการ,
T313,,,,,,,,0,,ทางการ,
T314,,,,,,,,0,,ทางการ,
T315,,,,,,,,0,,ทางการ,
T316,,,,,,,,0,,ทางการ,
T317,,,,,,,,0,,ทางการ,
T318,,,,,,,,0,,ทางการ,
T319,,,,,,,,0,,ทางการ,
T320,,,,,,,,0,,ทางการ,
T321,,,,,,,,0,,ทางการ,
T322,,,,,,,,0,,ทางการ,
T323,,,,,,,,0,,ทางการ,
T324,,,,,,,,0,,ทางการ,
T325,,,,,,,,0,,ทางการ,
T326,,,,,,,,0,,ทางการ,
T327,,,,,,,,0,,ทางการ,
T328,,,,,,,,0,,ทางการ,
T329,,,,,,,,0,,ทางการ,
T330,,,,,,,,0,,ทางการ,
T331,,,,,,,,0,,ทางการ,
T332,,,,,,,,0,,ทางการ,
T333,,,,,,,,0,,ทางการ,
T334,,,,,,,,0,,ทางการ,
T335,,,,,,,,0,,ทางการ,
T336,,,,,,,,0,,ทางการ,
T337,,,,,,,,0,,ทางการ,
T338,,,,,,,,0,,ทางการ,
T339,,,,,,,,0,,ทางการ,
T340,,,,,,,,0,,ทางการ,
T341,,,,,,,,0,,ทางการ,
T342,,,,,,,,0,,ทางการ,
T343,,,,,,,,0,,ทางการ,
T344,,,,,,,,0,,ทางการ,
T345,,,,,,,,0,,ทางการ,
T346,,,,,,,,0,,ทางการ,
T347,,,,,,,,0,,ทางการ,
T348,,,,,,,,0,,ทางการ,
T349,,,,,,,,0,,ทางการ,
T350,,,,,,,,0,,ทางการ,
T351,,,,,,,,0,,ทางการ,
T352,,,,,,,,0,,ทางการ,
T353,,,,,,,,0,,ทางการ,
T354,,,,,,,,0,,ทางการ,
T355,,,,,,,,0,,ทางการ,
T356,,,,,,,,0,,ทางการ,
T357,,,,,,,,0,,ทางการ,
T358,,,,,,,,0,,ทางการ,
T359,,,,,,,,0,,ทางการ,
T360,,,,,,,,0,,ทางการ,
T361,,,,,,,,0,,ทางการ,